('wow', 'coverage'),101
('wow', 'database'),101
('wowace', 'skyrimforge'),101
('wowpedia', 'terraria'),101
('wowstead', 'arena'),101
('wowstead', 'curseforge'),101
('xbox', 'edition'),189
('xbox', 'one'),84
('yes', 'yes'),120
('youtube', 'channel'),102
('zybez', 'darthhater'),101
